 ,England and Wales,Age (6 categories) Code,Age (6 categories),Ethnic group (20 categories) Code,Ethnic group (20 categories),Year of arrival in the UK (11 categories) Code,Year of arrival in the UK (11 categories),Observation
K04000001,England and Wales,4,Aged 35 to 49 years,-8,Does not apply,4,Arrived 1981 to 1990,0
K04000001,England and Wales,4,Aged 35 to 49 years,-8,Does not apply,5,Arrived 1991 to 2000,0
K04000001,England and Wales,4,Aged 35 to 49 years,-8,Does not apply,6,Arrived 2001 to 2010,0
K04000001,England and Wales,4,Aged 35 to 49 years,-8,Does not apply,7,Arrived 2011 to 2013,0
K04000001,England and Wales,4,Aged 35 to 49 years,-8,Does not apply,8,Arrived 2014 to 2016,0
K04000001,England and Wales,4,Aged 35 to 49 years,-8,Does not apply,9,Arrived 2017 to 2019,0
K04000001,England and Wales,4,Aged 35 to 49 years,-8,Does not apply,10,Arrived 2020 to 2021,0
K04000001,England and Wales,4,Aged 35 to 49 years,1,"Asian, Asian British or Asian Welsh: Bangladeshi",-8,Does not apply,0
K04000001,England and Wales,4,Aged 35 to 49 years,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1,Born in the UK,36327
K04000001,England and Wales,4,Aged 35 to 49 years,1,"Asian, Asian British or Asian Welsh: Bangladeshi",2,Arrived before 1971,0
K04000001,England and Wales,4,Aged 35 to 49 years,1,"Asian, Asian British or Asian Welsh: Bangladeshi",3,Arrived 1971 to 1980,7584
K04000001,England and Wales,4,Aged 35 to 49 years,1,"Asian, Asian British or Asian Welsh: Bangladeshi",4,Arrived 1981 to 1990,27897
K04000001,England and Wales,4,Aged 35 to 49 years,1,"Asian, Asian British or Asian Welsh: Bangladeshi",5,Arrived 1991 to 2000,22299
K04000001,England and Wales,4,Aged 35 to 49 years,1,"Asian, Asian British or Asian Welsh: Bangladeshi",6,Arrived 2001 to 2010,37268
K04000001,England and Wales,4,Aged 35 to 49 years,1,"Asian, Asian British or Asian Welsh: Bangladeshi",7,Arrived 2011 to 2013,5632
K04000001,England and Wales,4,Aged 35 to 49 years,1,"Asian, Asian British or Asian Welsh: Bangladeshi",8,Arrived 2014 to 2016,8622
K04000001,England and Wales,4,Aged 35 to 49 years,1,"Asian, Asian British or Asian Welsh: Bangladeshi",9,Arrived 2017 to 2019,9360
K04000001,England and Wales,4,Aged 35 to 49 years,1,"Asian, Asian British or Asian Welsh: Bangladeshi",10,Arrived 2020 to 2021,3249
K04000001,England and Wales,4,Aged 35 to 49 years,2,"Asian, Asian British or Asian Welsh: Chinese",-8,Does not apply,0
K04000001,England and Wales,4,Aged 35 to 49 years,2,"Asian, Asian British or Asian Welsh: Chinese",1,Born in the UK,21688
K04000001,England and Wales,4,Aged 35 to 49 years,2,"Asian, Asian British or Asian Welsh: Chinese",2,Arrived before 1971,0
K04000001,England and Wales,4,Aged 35 to 49 years,2,"Asian, Asian British or Asian Welsh: Chinese",3,Arrived 1971 to 1980,2902
K04000001,England and Wales,4,Aged 35 to 49 years,2,"Asian, Asian British or Asian Welsh: Chinese",4,Arrived 1981 to 1990,4240
K04000001,England and Wales,4,Aged 35 to 49 years,2,"Asian, Asian British or Asian Welsh: Chinese",5,Arrived 1991 to 2000,15420
K04000001,England and Wales,4,Aged 35 to 49 years,2,"Asian, Asian British or Asian Welsh: Chinese",6,Arrived 2001 to 2010,36606
K04000001,England and Wales,4,Aged 35 to 49 years,2,"Asian, Asian British or Asian Welsh: Chinese",7,Arrived 2011 to 2013,4961
K04000001,England and Wales,4,Aged 35 to 49 years,2,"Asian, Asian British or Asian Welsh: Chinese",8,Arrived 2014 to 2016,6236
K04000001,England and Wales,4,Aged 35 to 49 years,2,"Asian, Asian British or Asian Welsh: Chinese",9,Arrived 2017 to 2019,9318
K04000001,England and Wales,4,Aged 35 to 49 years,2,"Asian, Asian British or Asian Welsh: Chinese",10,Arrived 2020 to 2021,7394
K04000001,England and Wales,4,Aged 35 to 49 years,3,"Asian, Asian British or Asian Welsh: Indian",-8,Does not apply,0
K04000001,England and Wales,4,Aged 35 to 49 years,3,"Asian, Asian British or Asian Welsh: Indian",1,Born in the UK,188483
K04000001,England and Wales,4,Aged 35 to 49 years,3,"Asian, Asian British or Asian Welsh: Indian",2,Arrived before 1971,0
K04000001,England and Wales,4,Aged 35 to 49 years,3,"Asian, Asian British or Asian Welsh: Indian",3,Arrived 1971 to 1980,7907
K04000001,England and Wales,4,Aged 35 to 49 years,3,"Asian, Asian British or Asian Welsh: Indian",4,Arrived 1981 to 1990,10683
K04000001,England and Wales,4,Aged 35 to 49 years,3,"Asian, Asian British or Asian Welsh: Indian",5,Arrived 1991 to 2000,34621
K04000001,England and Wales,4,Aged 35 to 49 years,3,"Asian, Asian British or Asian Welsh: Indian",6,Arrived 2001 to 2010,149462
K04000001,England and Wales,4,Aged 35 to 49 years,3,"Asian, Asian British or Asian Welsh: Indian",7,Arrived 2011 to 2013,26507
K04000001,England and Wales,4,Aged 35 to 49 years,3,"Asian, Asian British or Asian Welsh: Indian",8,Arrived 2014 to 2016,30200
K04000001,England and Wales,4,Aged 35 to 49 years,3,"Asian, Asian British or Asian Welsh: Indian",9,Arrived 2017 to 2019,43909
K04000001,England and Wales,4,Aged 35 to 49 years,3,"Asian, Asian British or Asian Welsh: Indian",10,Arrived 2020 to 2021,15279
K04000001,England and Wales,4,Aged 35 to 49 years,4,"Asian, Asian British or Asian Welsh: Pakistani",-8,Does not apply,0
K04000001,England and Wales,4,Aged 35 to 49 years,4,"Asian, Asian British or Asian Welsh: Pakistani",1,Born in the UK,146604
K04000001,England and Wales,4,Aged 35 to 49 years,4,"Asian, Asian British or Asian Welsh: Pakistani",2,Arrived before 1971,0
K04000001,England and Wales,4,Aged 35 to 49 years,4,"Asian, Asian British or Asian Welsh: Pakistani",3,Arrived 1971 to 1980,13011
K04000001,England and Wales,4,Aged 35 to 49 years,4,"Asian, Asian British or Asian Welsh: Pakistani",4,Arrived 1981 to 1990,16843
K04000001,England and Wales,4,Aged 35 to 49 years,4,"Asian, Asian British or Asian Welsh: Pakistani",5,Arrived 1991 to 2000,44486
K04000001,England and Wales,4,Aged 35 to 49 years,4,"Asian, Asian British or Asian Welsh: Pakistani",6,Arrived 2001 to 2010,91271
K04000001,England and Wales,4,Aged 35 to 49 years,4,"Asian, Asian British or Asian Welsh: Pakistani",7,Arrived 2011 to 2013,17081
K04000001,England and Wales,4,Aged 35 to 49 years,4,"Asian, Asian British or Asian Welsh: Pakistani",8,Arrived 2014 to 2016,13447
K04000001,England and Wales,4,Aged 35 to 49 years,4,"Asian, Asian British or Asian Welsh: Pakistani",9,Arrived 2017 to 2019,17636
K04000001,England and Wales,4,Aged 35 to 49 years,4,"Asian, Asian British or Asian Welsh: Pakistani",10,Arrived 2020 to 2021,8233
K04000001,England and Wales,4,Aged 35 to 49 years,5,"Asian, Asian British or Asian Welsh: Other Asian",-8,Does not apply,0
K04000001,England and Wales,4,Aged 35 to 49 years,5,"Asian, Asian British or Asian Welsh: Other Asian",1,Born in the UK,28303
K04000001,England and Wales,4,Aged 35 to 49 years,5,"Asian, Asian British or Asian Welsh: Other Asian",2,Arrived before 1971,0
K04000001,England and Wales,4,Aged 35 to 49 years,5,"Asian, Asian British or Asian Welsh: Other Asian",3,Arrived 1971 to 1980,3165
K04000001,England and Wales,4,Aged 35 to 49 years,5,"Asian, Asian British or Asian Welsh: Other Asian",4,Arrived 1981 to 1990,7960
K04000001,England and Wales,4,Aged 35 to 49 years,5,"Asian, Asian British or Asian Welsh: Other Asian",5,Arrived 1991 to 2000,38801
K04000001,England and Wales,4,Aged 35 to 49 years,5,"Asian, Asian British or Asian Welsh: Other Asian",6,Arrived 2001 to 2010,115636
K04000001,England and Wales,4,Aged 35 to 49 years,5,"Asian, Asian British or Asian Welsh: Other Asian",7,Arrived 2011 to 2013,19115
K04000001,England and Wales,4,Aged 35 to 49 years,5,"Asian, Asian British or Asian Welsh: Other Asian",8,Arrived 2014 to 2016,18839
K04000001,England and Wales,4,Aged 35 to 49 years,5,"Asian, Asian British or Asian Welsh: Other Asian",9,Arrived 2017 to 2019,25300
K04000001,England and Wales,4,Aged 35 to 49 years,5,"Asian, Asian British or Asian Welsh: Other Asian",10,Arrived 2020 to 2021,9431
K04000001,England and Wales,4,Aged 35 to 49 years,6,"Black, Black British, Black Welsh, Caribbean or African: African",-8,Does not apply,0
K04000001,England and Wales,4,Aged 35 to 49 years,6,"Black, Black British, Black Welsh, Caribbean or African: African",1,Born in the UK,35551
K04000001,England and Wales,4,Aged 35 to 49 years,6,"Black, Black British, Black Welsh, Caribbean or African: African",2,Arrived before 1971,0
K04000001,England and Wales,4,Aged 35 to 49 years,6,"Black, Black British, Black Welsh, Caribbean or African: African",3,Arrived 1971 to 1980,1471
K04000001,England and Wales,4,Aged 35 to 49 years,6,"Black, Black British, Black Welsh, Caribbean or African: African",4,Arrived 1981 to 1990,13077
K04000001,England and Wales,4,Aged 35 to 49 years,6,"Black, Black British, Black Welsh, Caribbean or African: African",5,Arrived 1991 to 2000,62636
K04000001,England and Wales,4,Aged 35 to 49 years,6,"Black, Black British, Black Welsh, Caribbean or African: African",6,Arrived 2001 to 2010,159718
K04000001,England and Wales,4,Aged 35 to 49 years,6,"Black, Black British, Black Welsh, Caribbean or African: African",7,Arrived 2011 to 2013,25763
K04000001,England and Wales,4,Aged 35 to 49 years,6,"Black, Black British, Black Welsh, Caribbean or African: African",8,Arrived 2014 to 2016,27435
K04000001,England and Wales,4,Aged 35 to 49 years,6,"Black, Black British, Black Welsh, Caribbean or African: African",9,Arrived 2017 to 2019,29094
K04000001,England and Wales,4,Aged 35 to 49 years,6,"Black, Black British, Black Welsh, Caribbean or African: African",10,Arrived 2020 to 2021,12405
K04000001,England and Wales,4,Aged 35 to 49 years,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",-8,Does not apply,0
K04000001,England and Wales,4,Aged 35 to 49 years,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1,Born in the UK,74377
K04000001,England and Wales,4,Aged 35 to 49 years,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",2,Arrived before 1971,0
K04000001,England and Wales,4,Aged 35 to 49 years,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",3,Arrived 1971 to 1980,618
K04000001,England and Wales,4,Aged 35 to 49 years,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",4,Arrived 1981 to 1990,2688
K04000001,England and Wales,4,Aged 35 to 49 years,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",5,Arrived 1991 to 2000,14400
K04000001,England and Wales,4,Aged 35 to 49 years,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",6,Arrived 2001 to 2010,18188
K04000001,England and Wales,4,Aged 35 to 49 years,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",7,Arrived 2011 to 2013,2074
K04000001,England and Wales,4,Aged 35 to 49 years,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",8,Arrived 2014 to 2016,2362
K04000001,England and Wales,4,Aged 35 to 49 years,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",9,Arrived 2017 to 2019,3055
K04000001,England and Wales,4,Aged 35 to 49 years,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",10,Arrived 2020 to 2021,996
K04000001,England and Wales,4,Aged 35 to 49 years,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",-8,Does not apply,0
K04000001,England and Wales,4,Aged 35 to 49 years,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1,Born in the UK,24159
K04000001,England and Wales,4,Aged 35 to 49 years,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",2,Arrived before 1971,0
K04000001,England and Wales,4,Aged 35 to 49 years,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",3,Arrived 1971 to 1980,205
K04000001,England and Wales,4,Aged 35 to 49 years,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",4,Arrived 1981 to 1990,1050
K04000001,England and Wales,4,Aged 35 to 49 years,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",5,Arrived 1991 to 2000,3574
K04000001,England and Wales,4,Aged 35 to 49 years,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",6,Arrived 2001 to 2010,7437
K04000001,England and Wales,4,Aged 35 to 49 years,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",7,Arrived 2011 to 2013,1046
K04000001,England and Wales,4,Aged 35 to 49 years,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",8,Arrived 2014 to 2016,883
K04000001,England and Wales,4,Aged 35 to 49 years,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",9,Arrived 2017 to 2019,1020
K04000001,England and Wales,4,Aged 35 to 49 years,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",10,Arrived 2020 to 2021,417
K04000001,England and Wales,4,Aged 35 to 49 years,9,Mixed or Multiple ethnic groups: White and Asian,-8,Does not apply,0
K04000001,England and Wales,4,Aged 35 to 49 years,9,Mixed or Multiple ethnic groups: White and Asian,1,Born in the UK,42765
K04000001,England and Wales,4,Aged 35 to 49 years,9,Mixed or Multiple ethnic groups: White and Asian,2,Arrived before 1971,0
K04000001,England and Wales,4,Aged 35 to 49 years,9,Mixed or Multiple ethnic groups: White and Asian,3,Arrived 1971 to 1980,942
K04000001,England and Wales,4,Aged 35 to 49 years,9,Mixed or Multiple ethnic groups: White and Asian,4,Arrived 1981 to 1990,1886
K04000001,England and Wales,4,Aged 35 to 49 years,9,Mixed or Multiple ethnic groups: White and Asian,5,Arrived 1991 to 2000,2145
K04000001,England and Wales,4,Aged 35 to 49 years,9,Mixed or Multiple ethnic groups: White and Asian,6,Arrived 2001 to 2010,4334
K04000001,England and Wales,4,Aged 35 to 49 years,9,Mixed or Multiple ethnic groups: White and Asian,7,Arrived 2011 to 2013,1110
K04000001,England and Wales,4,Aged 35 to 49 years,9,Mixed or Multiple ethnic groups: White and Asian,8,Arrived 2014 to 2016,1560
K04000001,England and Wales,4,Aged 35 to 49 years,9,Mixed or Multiple ethnic groups: White and Asian,9,Arrived 2017 to 2019,1582
K04000001,England and Wales,4,Aged 35 to 49 years,9,Mixed or Multiple ethnic groups: White and Asian,10,Arrived 2020 to 2021,584
K04000001,England and Wales,4,Aged 35 to 49 years,10,Mixed or Multiple ethnic groups: White and Black African,-8,Does not apply,0
K04000001,England and Wales,4,Aged 35 to 49 years,10,Mixed or Multiple ethnic groups: White and Black African,1,Born in the UK,13257
K04000001,England and Wales,4,Aged 35 to 49 years,10,Mixed or Multiple ethnic groups: White and Black African,2,Arrived before 1971,0
K04000001,England and Wales,4,Aged 35 to 49 years,10,Mixed or Multiple ethnic groups: White and Black African,3,Arrived 1971 to 1980,464
K04000001,England and Wales,4,Aged 35 to 49 years,10,Mixed or Multiple ethnic groups: White and Black African,4,Arrived 1981 to 1990,1296
K04000001,England and Wales,4,Aged 35 to 49 years,10,Mixed or Multiple ethnic groups: White and Black African,5,Arrived 1991 to 2000,3757
K04000001,England and Wales,4,Aged 35 to 49 years,10,Mixed or Multiple ethnic groups: White and Black African,6,Arrived 2001 to 2010,7743
K04000001,England and Wales,4,Aged 35 to 49 years,10,Mixed or Multiple ethnic groups: White and Black African,7,Arrived 2011 to 2013,1792
K04000001,England and Wales,4,Aged 35 to 49 years,10,Mixed or Multiple ethnic groups: White and Black African,8,Arrived 2014 to 2016,2212
K04000001,England and Wales,4,Aged 35 to 49 years,10,Mixed or Multiple ethnic groups: White and Black African,9,Arrived 2017 to 2019,2311
K04000001,England and Wales,4,Aged 35 to 49 years,10,Mixed or Multiple ethnic groups: White and Black African,10,Arrived 2020 to 2021,934
K04000001,England and Wales,4,Aged 35 to 49 years,11,Mixed or Multiple ethnic groups: White and Black Caribbean,-8,Does not apply,0
K04000001,England and Wales,4,Aged 35 to 49 years,11,Mixed or Multiple ethnic groups: White and Black Caribbean,1,Born in the UK,56851
K04000001,England and Wales,4,Aged 35 to 49 years,11,Mixed or Multiple ethnic groups: White and Black Caribbean,2,Arrived before 1971,0
K04000001,England and Wales,4,Aged 35 to 49 years,11,Mixed or Multiple ethnic groups: White and Black Caribbean,3,Arrived 1971 to 1980,369
K04000001,England and Wales,4,Aged 35 to 49 years,11,Mixed or Multiple ethnic groups: White and Black Caribbean,4,Arrived 1981 to 1990,623
K04000001,England and Wales,4,Aged 35 to 49 years,11,Mixed or Multiple ethnic groups: White and Black Caribbean,5,Arrived 1991 to 2000,907
K04000001,England and Wales,4,Aged 35 to 49 years,11,Mixed or Multiple ethnic groups: White and Black Caribbean,6,Arrived 2001 to 2010,2265
K04000001,England and Wales,4,Aged 35 to 49 years,11,Mixed or Multiple ethnic groups: White and Black Caribbean,7,Arrived 2011 to 2013,893
K04000001,England and Wales,4,Aged 35 to 49 years,11,Mixed or Multiple ethnic groups: White and Black Caribbean,8,Arrived 2014 to 2016,1592
K04000001,England and Wales,4,Aged 35 to 49 years,11,Mixed or Multiple ethnic groups: White and Black Caribbean,9,Arrived 2017 to 2019,1804
K04000001,England and Wales,4,Aged 35 to 49 years,11,Mixed or Multiple ethnic groups: White and Black Caribbean,10,Arrived 2020 to 2021,634
K04000001,England and Wales,4,Aged 35 to 49 years,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,-8,Does not apply,0
K04000001,England and Wales,4,Aged 35 to 49 years,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1,Born in the UK,42082
K04000001,England and Wales,4,Aged 35 to 49 years,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,2,Arrived before 1971,0
K04000001,England and Wales,4,Aged 35 to 49 years,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,3,Arrived 1971 to 1980,1210
K04000001,England and Wales,4,Aged 35 to 49 years,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,4,Arrived 1981 to 1990,2730
K04000001,England and Wales,4,Aged 35 to 49 years,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,5,Arrived 1991 to 2000,5989
K04000001,England and Wales,4,Aged 35 to 49 years,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,6,Arrived 2001 to 2010,14053
K04000001,England and Wales,4,Aged 35 to 49 years,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,7,Arrived 2011 to 2013,3672
K04000001,England and Wales,4,Aged 35 to 49 years,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,8,Arrived 2014 to 2016,4908
K04000001,England and Wales,4,Aged 35 to 49 years,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,9,Arrived 2017 to 2019,5353
K04000001,England and Wales,4,Aged 35 to 49 years,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,10,Arrived 2020 to 2021,1916
K04000001,England and Wales,4,Aged 35 to 49 years,13,"White: English, Welsh, Scottish, Northern Irish or British",-8,Does not apply,0
K04000001,England and Wales,4,Aged 35 to 49 years,13,"White: English, Welsh, Scottish, Northern Irish or British",1,Born in the UK,7393675
K04000001,England and Wales,4,Aged 35 to 49 years,13,"White: English, Welsh, Scottish, Northern Irish or British",2,Arrived before 1971,0
K04000001,England and Wales,4,Aged 35 to 49 years,13,"White: English, Welsh, Scottish, Northern Irish or British",3,Arrived 1971 to 1980,48813
K04000001,England and Wales,4,Aged 35 to 49 years,13,"White: English, Welsh, Scottish, Northern Irish or British",4,Arrived 1981 to 1990,55482
K04000001,England and Wales,4,Aged 35 to 49 years,13,"White: English, Welsh, Scottish, Northern Irish or British",5,Arrived 1991 to 2000,45509
K04000001,England and Wales,4,Aged 35 to 49 years,13,"White: English, Welsh, Scottish, Northern Irish or British",6,Arrived 2001 to 2010,86307
K04000001,England and Wales,4,Aged 35 to 49 years,13,"White: English, Welsh, Scottish, Northern Irish or British",7,Arrived 2011 to 2013,18673
K04000001,England and Wales,4,Aged 35 to 49 years,13,"White: English, Welsh, Scottish, Northern Irish or British",8,Arrived 2014 to 2016,23786
K04000001,England and Wales,4,Aged 35 to 49 years,13,"White: English, Welsh, Scottish, Northern Irish or British",9,Arrived 2017 to 2019,19581
K04000001,England and Wales,4,Aged 35 to 49 years,13,"White: English, Welsh, Scottish, Northern Irish or British",10,Arrived 2020 to 2021,7011
K04000001,England and Wales,4,Aged 35 to 49 years,14,White: Irish,-8,Does not apply,0
K04000001,England and Wales,4,Aged 35 to 49 years,14,White: Irish,1,Born in the UK,44284
K04000001,England and Wales,4,Aged 35 to 49 years,14,White: Irish,2,Arrived before 1971,0
K04000001,England and Wales,4,Aged 35 to 49 years,14,White: Irish,3,Arrived 1971 to 1980,2294
K04000001,England and Wales,4,Aged 35 to 49 years,14,White: Irish,4,Arrived 1981 to 1990,8042
K04000001,England and Wales,4,Aged 35 to 49 years,14,White: Irish,5,Arrived 1991 to 2000,11967
K04000001,England and Wales,4,Aged 35 to 49 years,14,White: Irish,6,Arrived 2001 to 2010,16920
K04000001,England and Wales,4,Aged 35 to 49 years,14,White: Irish,7,Arrived 2011 to 2013,5262
K04000001,England and Wales,4,Aged 35 to 49 years,14,White: Irish,8,Arrived 2014 to 2016,4288
K04000001,England and Wales,4,Aged 35 to 49 years,14,White: Irish,9,Arrived 2017 to 2019,2833
K04000001,England and Wales,4,Aged 35 to 49 years,14,White: Irish,10,Arrived 2020 to 2021,988
K04000001,England and Wales,4,Aged 35 to 49 years,15,White: Gypsy or Irish Traveller,-8,Does not apply,0
K04000001,England and Wales,4,Aged 35 to 49 years,15,White: Gypsy or Irish Traveller,1,Born in the UK,10175
K04000001,England and Wales,4,Aged 35 to 49 years,15,White: Gypsy or Irish Traveller,2,Arrived before 1971,0
K04000001,England and Wales,4,Aged 35 to 49 years,15,White: Gypsy or Irish Traveller,3,Arrived 1971 to 1980,81
K04000001,England and Wales,4,Aged 35 to 49 years,15,White: Gypsy or Irish Traveller,4,Arrived 1981 to 1990,173
K04000001,England and Wales,4,Aged 35 to 49 years,15,White: Gypsy or Irish Traveller,5,Arrived 1991 to 2000,185
K04000001,England and Wales,4,Aged 35 to 49 years,15,White: Gypsy or Irish Traveller,6,Arrived 2001 to 2010,593
K04000001,England and Wales,4,Aged 35 to 49 years,15,White: Gypsy or Irish Traveller,7,Arrived 2011 to 2013,329
K04000001,England and Wales,4,Aged 35 to 49 years,15,White: Gypsy or Irish Traveller,8,Arrived 2014 to 2016,566
K04000001,England and Wales,4,Aged 35 to 49 years,15,White: Gypsy or Irish Traveller,9,Arrived 2017 to 2019,662
K04000001,England and Wales,4,Aged 35 to 49 years,15,White: Gypsy or Irish Traveller,10,Arrived 2020 to 2021,253
K04000001,England and Wales,4,Aged 35 to 49 years,16,White: Roma,-8,Does not apply,0
K04000001,England and Wales,4,Aged 35 to 49 years,16,White: Roma,1,Born in the UK,1618
K04000001,England and Wales,4,Aged 35 to 49 years,16,White: Roma,2,Arrived before 1971,0
K04000001,England and Wales,4,Aged 35 to 49 years,16,White: Roma,3,Arrived 1971 to 1980,54
K04000001,England and Wales,4,Aged 35 to 49 years,16,White: Roma,4,Arrived 1981 to 1990,78
K04000001,England and Wales,4,Aged 35 to 49 years,16,White: Roma,5,Arrived 1991 to 2000,1069
K04000001,England and Wales,4,Aged 35 to 49 years,16,White: Roma,6,Arrived 2001 to 2010,5343
K04000001,England and Wales,4,Aged 35 to 49 years,16,White: Roma,7,Arrived 2011 to 2013,3418
K04000001,England and Wales,4,Aged 35 to 49 years,16,White: Roma,8,Arrived 2014 to 2016,7087
K04000001,England and Wales,4,Aged 35 to 49 years,16,White: Roma,9,Arrived 2017 to 2019,6344
K04000001,England and Wales,4,Aged 35 to 49 years,16,White: Roma,10,Arrived 2020 to 2021,2147
K04000001,England and Wales,4,Aged 35 to 49 years,17,White: Other White,-8,Does not apply,0
K04000001,England and Wales,4,Aged 35 to 49 years,17,White: Other White,1,Born in the UK,59261
K04000001,England and Wales,4,Aged 35 to 49 years,17,White: Other White,2,Arrived before 1971,0
K04000001,England and Wales,4,Aged 35 to 49 years,17,White: Other White,3,Arrived 1971 to 1980,3902
K04000001,England and Wales,4,Aged 35 to 49 years,17,White: Other White,4,Arrived 1981 to 1990,10092
K04000001,England and Wales,4,Aged 35 to 49 years,17,White: Other White,5,Arrived 1991 to 2000,101737
K04000001,England and Wales,4,Aged 35 to 49 years,17,White: Other White,6,Arrived 2001 to 2010,532484
K04000001,England and Wales,4,Aged 35 to 49 years,17,White: Other White,7,Arrived 2011 to 2013,147991
K04000001,England and Wales,4,Aged 35 to 49 years,17,White: Other White,8,Arrived 2014 to 2016,181283
K04000001,England and Wales,4,Aged 35 to 49 years,17,White: Other White,9,Arrived 2017 to 2019,120106
K04000001,England and Wales,4,Aged 35 to 49 years,17,White: Other White,10,Arrived 2020 to 2021,38268
K04000001,England and Wales,4,Aged 35 to 49 years,18,Other ethnic group: Arab,-8,Does not apply,0
K04000001,England and Wales,4,Aged 35 to 49 years,18,Other ethnic group: Arab,1,Born in the UK,7386
K04000001,England and Wales,4,Aged 35 to 49 years,18,Other ethnic group: Arab,2,Arrived before 1971,0
K04000001,England and Wales,4,Aged 35 to 49 years,18,Other ethnic group: Arab,3,Arrived 1971 to 1980,655
K04000001,England and Wales,4,Aged 35 to 49 years,18,Other ethnic group: Arab,4,Arrived 1981 to 1990,2539
K04000001,England and Wales,4,Aged 35 to 49 years,18,Other ethnic group: Arab,5,Arrived 1991 to 2000,10218
K04000001,England and Wales,4,Aged 35 to 49 years,18,Other ethnic group: Arab,6,Arrived 2001 to 2010,21895
K04000001,England and Wales,4,Aged 35 to 49 years,18,Other ethnic group: Arab,7,Arrived 2011 to 2013,6689
K04000001,England and Wales,4,Aged 35 to 49 years,18,Other ethnic group: Arab,8,Arrived 2014 to 2016,10030
K04000001,England and Wales,4,Aged 35 to 49 years,18,Other ethnic group: Arab,9,Arrived 2017 to 2019,11571
K04000001,England and Wales,4,Aged 35 to 49 years,18,Other ethnic group: Arab,10,Arrived 2020 to 2021,3870
K04000001,England and Wales,4,Aged 35 to 49 years,19,Other ethnic group: Any other ethnic group,-8,Does not apply,0
K04000001,England and Wales,4,Aged 35 to 49 years,19,Other ethnic group: Any other ethnic group,1,Born in the UK,43355
K04000001,England and Wales,4,Aged 35 to 49 years,19,Other ethnic group: Any other ethnic group,2,Arrived before 1971,0
K04000001,England and Wales,4,Aged 35 to 49 years,19,Other ethnic group: Any other ethnic group,3,Arrived 1971 to 1980,2557
K04000001,England and Wales,4,Aged 35 to 49 years,19,Other ethnic group: Any other ethnic group,4,Arrived 1981 to 1990,7317
K04000001,England and Wales,4,Aged 35 to 49 years,19,Other ethnic group: Any other ethnic group,5,Arrived 1991 to 2000,35195
K04000001,England and Wales,4,Aged 35 to 49 years,19,Other ethnic group: Any other ethnic group,6,Arrived 2001 to 2010,82497
K04000001,England and Wales,4,Aged 35 to 49 years,19,Other ethnic group: Any other ethnic group,7,Arrived 2011 to 2013,18868
K04000001,England and Wales,4,Aged 35 to 49 years,19,Other ethnic group: Any other ethnic group,8,Arrived 2014 to 2016,23304
K04000001,England and Wales,4,Aged 35 to 49 years,19,Other ethnic group: Any other ethnic group,9,Arrived 2017 to 2019,24607
K04000001,England and Wales,4,Aged 35 to 49 years,19,Other ethnic group: Any other ethnic group,10,Arrived 2020 to 2021,9094
K04000001,England and Wales,5,Aged 50 to 64 years,-8,Does not apply,-8,Does not apply,0
K04000001,England and Wales,5,Aged 50 to 64 years,-8,Does not apply,1,Born in the UK,0
K04000001,England and Wales,5,Aged 50 to 64 years,-8,Does not apply,2,Arrived before 1971,0
K04000001,England and Wales,5,Aged 50 to 64 years,-8,Does not apply,3,Arrived 1971 to 1980,0
